TRX_NUMBER,LINE_NUMBER,TAX_REGIME_CODE,TAX,TAX_RATE_CODE,TAX_JURISDICTION_CODE,TAX_AMT,TAX_RATE,TAXABLE_AMT,SELF_ASSESSED_FLAG,PROVIDER_REC_RATE,ATTRIBUTE11,ATTRIBUTE12,ATTRIBUTE13,ATTRIBUTE14,ATTRIBUTE15,TRX_DATE
RT051923VAT210,1,VERTEX NO VAT,COUNTRY NO OUTPUT,VTX_NO_VAT_STD,VTX_NO_805780000,0.000000,0.000000,0.000000,N,N,NONE||,N,NORWAY,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT225,2,VERTEX DK VAT,COUNTRY DK OUTPUT,VTX_DK_VAT_STD,VTX_DK_802080000,0.000000,0.000000,0.000000,N,N,NONE||,N,DENMARK,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT225,4,VERTEX DK VAT,COUNTRY DK OUTPUT,VTX_DK_VAT_STD,VTX_DK_802080000,0.000000,0.000000,0.000000,N,N,NONE||,N,DENMARK,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT225,1,VERTEX DK VAT,COUNTRY DK OUTPUT,VTX_DK_VAT_STD,VTX_DK_802080000,0.000000,0.000000,0.000000,N,N,NONE||,N,DENMARK,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT225,3,VERTEX DK VAT,COUNTRY DK OUTPUT,VTX_DK_VAT_STD,VTX_DK_802080000,0.000000,0.000000,0.000000,N,N,NONE||,N,DENMARK,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT224,5,VERTEX CY VAT,COUNTRY CY OUTPUT,VTX_CY_VAT_STD,VTX_CY_801960000,0.000000,0.000000,0.000000,N,N,NONE||,N,CYPRUS,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT224,1,VERTEX CY VAT,COUNTRY CY OUTPUT,VTX_CY_VAT_STD,VTX_CY_801960000,0.000000,0.000000,0.000000,N,N,NONE||,N,CYPRUS,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT224,3,VERTEX CY VAT,COUNTRY CY OUTPUT,VTX_CY_VAT_STD,VTX_CY_801960000,0.000000,0.000000,0.000000,N,N,NONE||,N,CYPRUS,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT224,4,VERTEX CY VAT,COUNTRY CY OUTPUT,VTX_CY_VAT_STD,VTX_CY_801960000,0.000000,0.000000,0.000000,N,N,NONE||,N,CYPRUS,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT224,2,VERTEX CY VAT,COUNTRY CY OUTPUT,VTX_CY_VAT_STD,VTX_CY_801960000,0.000000,0.000000,0.000000,N,N,NONE||,N,CYPRUS,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT227,5,VERTEX FI VAT,COUNTRY FI OUTPUT,VTX_FI_VAT_STD,VTX_FI_802460000,0.000000,0.000000,0.000000,N,N,NONE||,N,FINLAND,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT227,6,VERTEX FI VAT,COUNTRY FI OUTPUT,VTX_FI_VAT_STD,VTX_FI_802460000,0.000000,0.000000,0.000000,N,N,NONE||,N,FINLAND,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT227,1,VERTEX FI VAT,COUNTRY FI OUTPUT,VTX_FI_VAT_STD,VTX_FI_802460000,0.000000,0.000000,0.000000,N,N,NONE||,N,FINLAND,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT227,2,VERTEX FI VAT,COUNTRY FI OUTPUT,VTX_FI_VAT_STD,VTX_FI_802460000,0.000000,0.000000,0.000000,N,N,NONE||,N,FINLAND,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT227,4,VERTEX FI VAT,COUNTRY FI OUTPUT,VTX_FI_VAT_STD,VTX_FI_802460000,0.000000,0.000000,0.000000,N,N,NONE||,N,FINLAND,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT227,3,VERTEX FI VAT,COUNTRY FI OUTPUT,VTX_FI_VAT_STD,VTX_FI_802460000,0.000000,0.000000,0.000000,N,N,NONE||,N,FINLAND,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT226,3,VERTEX EE VAT,COUNTRY EE OUTPUT,VTX_EE_VAT_STD,VTX_EE_802330000,0.000000,0.000000,0.000000,N,N,NONE||,N,ESTONIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT226,2,VERTEX EE VAT,COUNTRY EE OUTPUT,VTX_EE_VAT_STD,VTX_EE_802330000,0.000000,0.000000,0.000000,N,N,NONE||,N,ESTONIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT226,4,VERTEX EE VAT,COUNTRY EE OUTPUT,VTX_EE_VAT_STD,VTX_EE_802330000,0.000000,0.000000,0.000000,N,N,NONE||,N,ESTONIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT226,1,VERTEX EE VAT,COUNTRY EE OUTPUT,VTX_EE_VAT_STD,VTX_EE_802330000,0.000000,0.000000,0.000000,N,N,NONE||,N,ESTONIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT226,5,VERTEX EE VAT,COUNTRY EE OUTPUT,VTX_EE_VAT_STD,VTX_EE_802330000,0.000000,0.000000,0.000000,N,N,NONE||,N,ESTONIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT237,1,VERTEX COMMON TAX,COUNTRY FV OUTPUT,STD,VTX_CNTRY_FV_OUTPUT_JURCD,0.000000,0.000000,0.000000,N,N,NONE||,N,BAHAMAS,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT236,1,VERTEX KH VAT,COUNTRY KH OUTPUT,VTX_KH_VAT_STD,VTX_KH_801160000,0.000000,0.000000,0.000000,N,N,NONE||,N,CAMBODIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT238,1,VERTEX AR VAT,COUNTRY AR OUTPUT,VTX_AR_VAT_STD,VTX_AR_800320000,0.000000,0.000000,0.000000,N,N,NONE||,N,ARGENTINA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT233,1,VERTEX RO VAT,COUNTRY RO OUTPUT,VTX_RO_VAT_STD,VTX_RO_806420000,0.000000,0.000000,0.000000,N,N,NONE||,N,ROMANIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT233,6,VERTEX RO VAT,COUNTRY RO OUTPUT,VTX_RO_VAT_STD,VTX_RO_806420000,0.000000,0.000000,0.000000,N,N,NONE||,N,ROMANIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT233,3,VERTEX RO VAT,COUNTRY RO OUTPUT,VTX_RO_VAT_STD,VTX_RO_806420000,0.000000,0.000000,0.000000,N,N,NONE||,N,ROMANIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT233,4,VERTEX RO VAT,COUNTRY RO OUTPUT,VTX_RO_VAT_STD,VTX_RO_806420000,0.000000,0.000000,0.000000,N,N,NONE||,N,ROMANIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT233,5,VERTEX RO VAT,COUNTRY RO OUTPUT,VTX_RO_VAT_STD,VTX_RO_806420000,0.000000,0.000000,0.000000,N,N,NONE||,N,ROMANIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT233,2,VERTEX RO VAT,COUNTRY RO OUTPUT,VTX_RO_VAT_STD,VTX_RO_806420000,0.000000,0.000000,0.000000,N,N,NONE||,N,ROMANIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT232,1,VERTEX MT VAT,COUNTRY MT OUTPUT,VTX_MT_VAT_STD,VTX_MT_804700000,0.000000,0.000000,0.000000,N,N,NONE||,N,MALTA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT232,5,VERTEX MT VAT,COUNTRY MT OUTPUT,VTX_MT_VAT_STD,VTX_MT_804700000,0.000000,0.000000,0.000000,N,N,NONE||,N,MALTA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT232,4,VERTEX MT VAT,COUNTRY MT OUTPUT,VTX_MT_VAT_STD,VTX_MT_804700000,0.000000,0.000000,0.000000,N,N,NONE||,N,MALTA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT232,2,VERTEX MT VAT,COUNTRY MT OUTPUT,VTX_MT_VAT_STD,VTX_MT_804700000,0.000000,0.000000,0.000000,N,N,NONE||,N,MALTA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT232,3,VERTEX MT VAT,COUNTRY MT OUTPUT,VTX_MT_VAT_STD,VTX_MT_804700000,0.000000,0.000000,0.000000,N,N,NONE||,N,MALTA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT232,6,VERTEX MT VAT,COUNTRY MT OUTPUT,VTX_MT_VAT_STD,VTX_MT_804700000,0.000000,0.000000,0.000000,N,N,NONE||,N,MALTA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT235,1,VERTEX AL VAT,COUNTRY AL OUTPUT,VTX_AL_VAT_STD,VTX_AL_800080000,0.000000,0.000000,0.000000,N,N,NONE||,N,ALBANIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT234,5,VERTEX SI VAT,COUNTRY SI OUTPUT,VTX_SI_VAT_STD,VTX_SI_807050000,0.000000,0.000000,0.000000,N,N,NONE||,N,SLOVENIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT234,4,VERTEX SI VAT,COUNTRY SI OUTPUT,VTX_SI_VAT_STD,VTX_SI_807050000,0.000000,0.000000,0.000000,N,N,NONE||,N,SLOVENIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT234,2,VERTEX SI VAT,COUNTRY SI OUTPUT,VTX_SI_VAT_STD,VTX_SI_807050000,0.000000,0.000000,0.000000,N,N,NONE||,N,SLOVENIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT234,1,VERTEX SI VAT,COUNTRY SI OUTPUT,VTX_SI_VAT_STD,VTX_SI_807050000,0.000000,0.000000,0.000000,N,N,NONE||,N,SLOVENIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT234,3,VERTEX SI VAT,COUNTRY SI OUTPUT,VTX_SI_VAT_STD,VTX_SI_807050000,0.000000,0.000000,0.000000,N,N,NONE||,N,SLOVENIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT229,2,VERTEX LV VAT,COUNTRY LV OUTPUT,VTX_LV_VAT_STD,VTX_LV_804280000,0.000000,0.000000,0.000000,N,N,NONE||,N,LATVIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT229,1,VERTEX LV VAT,COUNTRY LV OUTPUT,VTX_LV_VAT_STD,VTX_LV_804280000,0.000000,0.000000,0.000000,N,N,NONE||,N,LATVIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT229,4,VERTEX LV VAT,COUNTRY LV OUTPUT,VTX_LV_VAT_STD,VTX_LV_804280000,0.000000,0.000000,0.000000,N,N,NONE||,N,LATVIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT229,3,VERTEX LV VAT,COUNTRY LV OUTPUT,VTX_LV_VAT_STD,VTX_LV_804280000,0.000000,0.000000,0.000000,N,N,NONE||,N,LATVIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT228,1,VERTEX GR VAT,COUNTRY GR OUTPUT,VTX_GR_VAT_STD,VTX_GR_803000000,0.000000,0.000000,0.000000,N,N,NONE||,N,GREECE,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT228,5,VERTEX GR VAT,COUNTRY GR OUTPUT,VTX_GR_VAT_STD,VTX_GR_803000000,0.000000,0.000000,0.000000,N,N,NONE||,N,GREECE,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT228,2,VERTEX GR VAT,COUNTRY GR OUTPUT,VTX_GR_VAT_STD,VTX_GR_803000000,0.000000,0.000000,0.000000,N,N,NONE||,N,GREECE,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT228,3,VERTEX GR VAT,COUNTRY GR OUTPUT,VTX_GR_VAT_STD,VTX_GR_803000000,0.000000,0.000000,0.000000,N,N,NONE||,N,GREECE,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT228,4,VERTEX GR VAT,COUNTRY GR OUTPUT,VTX_GR_VAT_STD,VTX_GR_803000000,0.000000,0.000000,0.000000,N,N,NONE||,N,GREECE,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT228,6,VERTEX GR VAT,COUNTRY GR OUTPUT,VTX_GR_VAT_STD,VTX_GR_803000000,0.000000,0.000000,0.000000,N,N,NONE||,N,GREECE,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT231,1,VERTEX LU VAT,COUNTRY LU OUTPUT,VTX_LU_VAT_STD,VTX_LU_804420000,0.000000,0.000000,0.000000,N,N,NONE||,N,LUXEMBOURG,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT231,2,VERTEX LU VAT,COUNTRY LU OUTPUT,VTX_LU_VAT_STD,VTX_LU_804420000,0.000000,0.000000,0.000000,N,N,NONE||,N,LUXEMBOURG,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT231,7,VERTEX LU VAT,COUNTRY LU OUTPUT,VTX_LU_VAT_STD,VTX_LU_804420000,0.000000,0.000000,0.000000,N,N,NONE||,N,LUXEMBOURG,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT231,6,VERTEX LU VAT,COUNTRY LU OUTPUT,VTX_LU_VAT_STD,VTX_LU_804420000,0.000000,0.000000,0.000000,N,N,NONE||,N,LUXEMBOURG,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT231,4,VERTEX LU VAT,COUNTRY LU OUTPUT,VTX_LU_VAT_STD,VTX_LU_804420000,0.000000,0.000000,0.000000,N,N,NONE||,N,LUXEMBOURG,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT231,3,VERTEX LU VAT,COUNTRY LU OUTPUT,VTX_LU_VAT_STD,VTX_LU_804420000,0.000000,0.000000,0.000000,N,N,NONE||,N,LUXEMBOURG,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT231,5,VERTEX LU VAT,COUNTRY LU OUTPUT,VTX_LU_VAT_STD,VTX_LU_804420000,0.000000,0.000000,0.000000,N,N,NONE||,N,LUXEMBOURG,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT230,2,VERTEX LT VAT,COUNTRY LT OUTPUT,VTX_LT_VAT_STD,VTX_LT_804400000,0.000000,0.000000,0.000000,N,N,NONE||,N,LITHUANIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT230,6,VERTEX LT VAT,COUNTRY LT OUTPUT,VTX_LT_VAT_STD,VTX_LT_804400000,0.000000,0.000000,0.000000,N,N,NONE||,N,LITHUANIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT230,1,VERTEX LT VAT,COUNTRY LT OUTPUT,VTX_LT_VAT_STD,VTX_LT_804400000,0.000000,0.000000,0.000000,N,N,NONE||,N,LITHUANIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT230,4,VERTEX LT VAT,COUNTRY LT OUTPUT,VTX_LT_VAT_STD,VTX_LT_804400000,0.000000,0.000000,0.000000,N,N,NONE||,N,LITHUANIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT230,5,VERTEX LT VAT,COUNTRY LT OUTPUT,VTX_LT_VAT_STD,VTX_LT_804400000,0.000000,0.000000,0.000000,N,N,NONE||,N,LITHUANIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT230,3,VERTEX LT VAT,COUNTRY LT OUTPUT,VTX_LT_VAT_STD,VTX_LT_804400000,0.000000,0.000000,0.000000,N,N,NONE||,N,LITHUANIA,NO_TAX||||||||||F,N,2023-05-19
