TRX_NUMBER,LINE_NUMBER,TAX_REGIME_CODE,TAX,TAX_RATE_CODE,TAX_JURISDICTION_CODE,TAX_AMT,TAX_RATE,TAXABLE_AMT,SELF_ASSESSED_FLAG,PROVIDER_REC_RATE,ATTRIBUTE11,ATTRIBUTE12,ATTRIBUTE13,ATTRIBUTE14,ATTRIBUTE15,TRX_DATE
JK051923VCM228,3,VERTEX GR VAT,COUNTRY GR OUTPUT,VTX_GR_VAT_STD,VTX_GR_803000000,0.000000,0.000000,0.000000,N,N,NONE||,N,GREECE,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM228,4,VERTEX GR VAT,COUNTRY GR OUTPUT,VTX_GR_VAT_STD,VTX_GR_803000000,0.000000,0.000000,0.000000,N,N,NONE||,N,GREECE,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM228,5,VERTEX GR VAT,COUNTRY GR OUTPUT,VTX_GR_VAT_STD,VTX_GR_803000000,0.000000,0.000000,0.000000,N,N,NONE||,N,GREECE,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM228,6,VERTEX GR VAT,COUNTRY GR OUTPUT,VTX_GR_VAT_STD,VTX_GR_803000000,0.000000,0.000000,0.000000,N,N,NONE||,N,GREECE,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM228,1,VERTEX GR VAT,COUNTRY GR OUTPUT,VTX_GR_VAT_STD,VTX_GR_803000000,0.000000,0.000000,0.000000,N,N,NONE||,N,GREECE,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM223,4,VERTEX HR VAT,COUNTRY HR OUTPUT,VTX_HR_VAT_STD,VTX_HR_801910000,0.000000,0.000000,0.000000,N,N,NONE||,N,CROATIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM223,5,VERTEX HR VAT,COUNTRY HR OUTPUT,VTX_HR_VAT_STD,VTX_HR_801910000,0.000000,0.000000,0.000000,N,N,NONE||,N,CROATIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM223,3,VERTEX HR VAT,COUNTRY HR OUTPUT,VTX_HR_VAT_STD,VTX_HR_801910000,0.000000,0.000000,0.000000,N,N,NONE||,N,CROATIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM223,2,VERTEX HR VAT,COUNTRY HR OUTPUT,VTX_HR_VAT_STD,VTX_HR_801910000,0.000000,0.000000,0.000000,N,N,NONE||,N,CROATIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM223,1,VERTEX HR VAT,COUNTRY HR OUTPUT,VTX_HR_VAT_STD,VTX_HR_801910000,0.000000,0.000000,0.000000,N,N,NONE||,N,CROATIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM222,3,VERTEX BG VAT,COUNTRY BG OUTPUT,VTX_BG_VAT_STD,VTX_BG_801000000,0.000000,0.000000,0.000000,N,N,NONE||,N,BULGARIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM222,5,VERTEX BG VAT,COUNTRY BG OUTPUT,VTX_BG_VAT_STD,VTX_BG_801000000,0.000000,0.000000,0.000000,N,N,NONE||,N,BULGARIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM222,4,VERTEX BG VAT,COUNTRY BG OUTPUT,VTX_BG_VAT_STD,VTX_BG_801000000,0.000000,0.000000,0.000000,N,N,NONE||,N,BULGARIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM222,1,VERTEX BG VAT,COUNTRY BG OUTPUT,VTX_BG_VAT_STD,VTX_BG_801000000,0.000000,0.000000,0.000000,N,N,NONE||,N,BULGARIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM222,2,VERTEX BG VAT,COUNTRY BG OUTPUT,VTX_BG_VAT_STD,VTX_BG_801000000,0.000000,0.000000,0.000000,N,N,NONE||,N,BULGARIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM225,3,VERTEX DK VAT,COUNTRY DK OUTPUT,VTX_DK_VAT_STD,VTX_DK_802080000,0.000000,0.000000,0.000000,N,N,NONE||,N,DENMARK,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM225,4,VERTEX DK VAT,COUNTRY DK OUTPUT,VTX_DK_VAT_STD,VTX_DK_802080000,0.000000,0.000000,0.000000,N,N,NONE||,N,DENMARK,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM225,1,VERTEX DK VAT,COUNTRY DK OUTPUT,VTX_DK_VAT_STD,VTX_DK_802080000,0.000000,0.000000,0.000000,N,N,NONE||,N,DENMARK,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM225,2,VERTEX DK VAT,COUNTRY DK OUTPUT,VTX_DK_VAT_STD,VTX_DK_802080000,0.000000,0.000000,0.000000,N,N,NONE||,N,DENMARK,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM224,5,VERTEX CY VAT,COUNTRY CY OUTPUT,VTX_CY_VAT_STD,VTX_CY_801960000,0.000000,0.000000,0.000000,N,N,NONE||,N,CYPRUS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM224,2,VERTEX CY VAT,COUNTRY CY OUTPUT,VTX_CY_VAT_STD,VTX_CY_801960000,0.000000,0.000000,0.000000,N,N,NONE||,N,CYPRUS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM224,4,VERTEX CY VAT,COUNTRY CY OUTPUT,VTX_CY_VAT_STD,VTX_CY_801960000,0.000000,0.000000,0.000000,N,N,NONE||,N,CYPRUS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM224,1,VERTEX CY VAT,COUNTRY CY OUTPUT,VTX_CY_VAT_STD,VTX_CY_801960000,0.000000,0.000000,0.000000,N,N,NONE||,N,CYPRUS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM224,3,VERTEX CY VAT,COUNTRY CY OUTPUT,VTX_CY_VAT_STD,VTX_CY_801960000,0.000000,0.000000,0.000000,N,N,NONE||,N,CYPRUS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM219,1,VERTEX CH VAT,COUNTRY CH OUTPUT,VTX_CH_VAT_STD,VTX_CH_807560000,0.000000,0.000000,0.000000,N,N,NONE||,N,SWITZERLAND,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM218,1,VERTEX CH VAT,COUNTRY CH OUTPUT,VTX_CH_VAT_STD,VTX_CH_807560000,0.000000,0.000000,0.000000,N,N,NONE||,N,SWITZERLAND,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM221,1,VERTEX CH VAT,COUNTRY CH OUTPUT,VTX_CH_VAT_STD,VTX_CH_807560000,0.000000,0.000000,0.000000,N,N,NONE||,N,SWITZERLAND,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM220,1,VERTEX CH VAT,COUNTRY CH OUTPUT,VTX_CH_VAT_STD,VTX_CH_807560000,0.000000,0.000000,0.000000,N,N,NONE||,N,SWITZERLAND,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM215,1,VERTEX BE VAT,COUNTRY BE OUTPUT,VTX_BE_VAT_STD,VTX_BE_800560000,0.000000,0.000000,0.000000,N,N,NONE||,N,BELGIUM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM214,1,VERTEX BE VAT,COUNTRY BE OUTPUT,VTX_BE_VAT_STD,VTX_BE_800560000,0.000000,0.000000,0.000000,N,N,NONE||,N,BELGIUM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM217,1,VERTEX BE VAT,COUNTRY BE OUTPUT,VTX_BE_VAT_STD,VTX_BE_800560000,0.000000,0.000000,0.000000,N,N,NONE||,N,BELGIUM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM216,1,VERTEX BE VAT,COUNTRY BE OUTPUT,VTX_BE_VAT_STD,VTX_BE_800560000,0.000000,0.000000,0.000000,N,N,NONE||,N,BELGIUM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM234,5,VERTEX SI VAT,COUNTRY SI OUTPUT,VTX_SI_VAT_STD,VTX_SI_807050000,0.000000,0.000000,0.000000,N,N,NONE||,N,SLOVENIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM234,3,VERTEX SI VAT,COUNTRY SI OUTPUT,VTX_SI_VAT_STD,VTX_SI_807050000,0.000000,0.000000,0.000000,N,N,NONE||,N,SLOVENIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM234,4,VERTEX SI VAT,COUNTRY SI OUTPUT,VTX_SI_VAT_STD,VTX_SI_807050000,0.000000,0.000000,0.000000,N,N,NONE||,N,SLOVENIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM234,2,VERTEX SI VAT,COUNTRY SI OUTPUT,VTX_SI_VAT_STD,VTX_SI_807050000,0.000000,0.000000,0.000000,N,N,NONE||,N,SLOVENIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM234,1,VERTEX SI VAT,COUNTRY SI OUTPUT,VTX_SI_VAT_STD,VTX_SI_807050000,0.000000,0.000000,0.000000,N,N,NONE||,N,SLOVENIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM231,5,VERTEX LU VAT,COUNTRY LU OUTPUT,VTX_LU_VAT_STD,VTX_LU_804420000,0.000000,0.000000,0.000000,N,N,NONE||,N,LUXEMBOURG,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM231,7,VERTEX LU VAT,COUNTRY LU OUTPUT,VTX_LU_VAT_STD,VTX_LU_804420000,0.000000,0.000000,0.000000,N,N,NONE||,N,LUXEMBOURG,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM231,4,VERTEX LU VAT,COUNTRY LU OUTPUT,VTX_LU_VAT_STD,VTX_LU_804420000,0.000000,0.000000,0.000000,N,N,NONE||,N,LUXEMBOURG,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM231,2,VERTEX LU VAT,COUNTRY LU OUTPUT,VTX_LU_VAT_STD,VTX_LU_804420000,0.000000,0.000000,0.000000,N,N,NONE||,N,LUXEMBOURG,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM231,6,VERTEX LU VAT,COUNTRY LU OUTPUT,VTX_LU_VAT_STD,VTX_LU_804420000,0.000000,0.000000,0.000000,N,N,NONE||,N,LUXEMBOURG,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM231,1,VERTEX LU VAT,COUNTRY LU OUTPUT,VTX_LU_VAT_STD,VTX_LU_804420000,0.000000,0.000000,0.000000,N,N,NONE||,N,LUXEMBOURG,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM231,3,VERTEX LU VAT,COUNTRY LU OUTPUT,VTX_LU_VAT_STD,VTX_LU_804420000,0.000000,0.000000,0.000000,N,N,NONE||,N,LUXEMBOURG,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM230,6,VERTEX LT VAT,COUNTRY LT OUTPUT,VTX_LT_VAT_STD,VTX_LT_804400000,0.000000,0.000000,0.000000,N,N,NONE||,N,LITHUANIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM230,5,VERTEX LT VAT,COUNTRY LT OUTPUT,VTX_LT_VAT_STD,VTX_LT_804400000,0.000000,0.000000,0.000000,N,N,NONE||,N,LITHUANIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM230,1,VERTEX LT VAT,COUNTRY LT OUTPUT,VTX_LT_VAT_STD,VTX_LT_804400000,0.000000,0.000000,0.000000,N,N,NONE||,N,LITHUANIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM230,2,VERTEX LT VAT,COUNTRY LT OUTPUT,VTX_LT_VAT_STD,VTX_LT_804400000,0.000000,0.000000,0.000000,N,N,NONE||,N,LITHUANIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM230,4,VERTEX LT VAT,COUNTRY LT OUTPUT,VTX_LT_VAT_STD,VTX_LT_804400000,0.000000,0.000000,0.000000,N,N,NONE||,N,LITHUANIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM230,3,VERTEX LT VAT,COUNTRY LT OUTPUT,VTX_LT_VAT_STD,VTX_LT_804400000,0.000000,0.000000,0.000000,N,N,NONE||,N,LITHUANIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM233,1,VERTEX RO VAT,COUNTRY RO OUTPUT,VTX_RO_VAT_STD,VTX_RO_806420000,0.000000,0.000000,0.000000,N,N,NONE||,N,ROMANIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM233,6,VERTEX RO VAT,COUNTRY RO OUTPUT,VTX_RO_VAT_STD,VTX_RO_806420000,0.000000,0.000000,0.000000,N,N,NONE||,N,ROMANIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM233,5,VERTEX RO VAT,COUNTRY RO OUTPUT,VTX_RO_VAT_STD,VTX_RO_806420000,0.000000,0.000000,0.000000,N,N,NONE||,N,ROMANIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM233,4,VERTEX RO VAT,COUNTRY RO OUTPUT,VTX_RO_VAT_STD,VTX_RO_806420000,0.000000,0.000000,0.000000,N,N,NONE||,N,ROMANIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM233,2,VERTEX RO VAT,COUNTRY RO OUTPUT,VTX_RO_VAT_STD,VTX_RO_806420000,0.000000,0.000000,0.000000,N,N,NONE||,N,ROMANIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM233,3,VERTEX RO VAT,COUNTRY RO OUTPUT,VTX_RO_VAT_STD,VTX_RO_806420000,0.000000,0.000000,0.000000,N,N,NONE||,N,ROMANIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM232,3,VERTEX MT VAT,COUNTRY MT OUTPUT,VTX_MT_VAT_STD,VTX_MT_804700000,0.000000,0.000000,0.000000,N,N,NONE||,N,MALTA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM232,1,VERTEX MT VAT,COUNTRY MT OUTPUT,VTX_MT_VAT_STD,VTX_MT_804700000,0.000000,0.000000,0.000000,N,N,NONE||,N,MALTA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM232,2,VERTEX MT VAT,COUNTRY MT OUTPUT,VTX_MT_VAT_STD,VTX_MT_804700000,0.000000,0.000000,0.000000,N,N,NONE||,N,MALTA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM232,5,VERTEX MT VAT,COUNTRY MT OUTPUT,VTX_MT_VAT_STD,VTX_MT_804700000,0.000000,0.000000,0.000000,N,N,NONE||,N,MALTA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM232,4,VERTEX MT VAT,COUNTRY MT OUTPUT,VTX_MT_VAT_STD,VTX_MT_804700000,0.000000,0.000000,0.000000,N,N,NONE||,N,MALTA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM232,6,VERTEX MT VAT,COUNTRY MT OUTPUT,VTX_MT_VAT_STD,VTX_MT_804700000,0.000000,0.000000,0.000000,N,N,NONE||,N,MALTA,NO_TAX||||||||||F,N,2023-05-19
