TRX_NUMBER,LINE_NUMBER,TAX_REGIME_CODE,TAX,TAX_RATE_CODE,TAX_JURISDICTION_CODE,TAX_AMT,TAX_RATE,TAXABLE_AMT,SELF_ASSESSED_FLAG,PROVIDER_REC_RATE,ATTRIBUTE11,ATTRIBUTE12,ATTRIBUTE13,ATTRIBUTE14,ATTRIBUTE15
IF100421CM064,278,"VERTEX ES VAT","COUNTRY ES INPUT",VTX_ES_VAT_I_STD,VTX_ES_807240000,-21,21,-100,N,100,VAT|VAT|VAT,ESN0071677A|ES6518992|||,SPAIN,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-26.2|MATCHED|PAYCHARGED||-26.200000|0.000000|-26.2|-26.2|Y
IF100421CM065,280,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_ZERO,VTX_GB_808260000,0,0,-100,N,100,VAT|VAT|VAT,NL814704979B01|GB852145872|||,"UNITED KINGDOM","TAXABLE|DEFAULT|Zero Rate||Zero Rate|09|||||F",321|0.0|MATCHED|PAYCHARGED||0.000000|0.000000|0.0|0|Y
IF100421CM065,280,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_ZERO,VTX_GB_808260000,0,0,-100,N,100,VAT|VAT|VAT,NL814704979B01|GB852145872|||,"UNITED KINGDOM","TAXABLE|DEFAULT|Zero Rate||Zero Rate|09|||||F",321|0.0|MATCHED|PAYCHARGED||0.000000|0.000000|0.0|0|Y
IF100421CM065,280,"VERTEX NL VAT","COUNTRY NL INPUT",VTX_NL_VAT_I_ZERO,VTX_NL_805280000,0,0,-100,N,100,VAT|VAT|VAT,NL814704979B01|GB852145872|||,NETHERLANDS,"TAXABLE|DEFAULT|Zero Rate||Zero Rate|01|03||||F",321|0.0|MATCHED|PAYCHARGED||0.000000|0.000000|0.0|0|Y
IF100421CM066,281,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_ZERO,VTX_GB_808260000,0,0,-100,N,100,VAT|VAT|VAT,NL814704979B01|GB852145872|||,"UNITED KINGDOM","TAXABLE|DEFAULT|Zero Rate||Zero Rate|09|||||F",321|0.0|MATCHED|PAYCHARGED||0.000000|0.000000|0.0|0|Y
IF100421CM066,281,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_ZERO,VTX_GB_808260000,0,0,-100,N,100,VAT|VAT|VAT,NL814704979B01|GB852145872|||,"UNITED KINGDOM","TAXABLE|DEFAULT|Zero Rate||Zero Rate|09|||||F",321|0.0|MATCHED|PAYCHARGED||0.000000|0.000000|0.0|0|Y
IF100421CM066,281,"VERTEX NL VAT","COUNTRY NL INPUT",VTX_NL_VAT_I_ZERO,VTX_NL_805280000,0,0,-100,N,100,VAT|VAT|VAT,NL814704979B01|GB852145872|||,NETHERLANDS,"TAXABLE|DEFAULT|Zero Rate||Zero Rate|01|03||||F",321|0.0|MATCHED|PAYCHARGED||0.000000|0.000000|0.0|0|Y
IF100421CM067,282,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_ZERO,VTX_GB_808260000,0,0,-100,N,100,VAT|VAT|VAT,NL814704979B01|GB852145872|||,"UNITED KINGDOM","TAXABLE|DEFAULT|Zero Rate||Zero Rate|09|||||F",321|0.0|MATCHED|PAYCHARGED||0.000000|0.000000|0.0|0|Y
IF100421CM067,282,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_ZERO,VTX_GB_808260000,0,0,-100,N,100,VAT|VAT|VAT,NL814704979B01|GB852145872|||,"UNITED KINGDOM","TAXABLE|DEFAULT|Zero Rate||Zero Rate|09|||||F",321|0.0|MATCHED|PAYCHARGED||0.000000|0.000000|0.0|0|Y
IF100421CM067,282,"VERTEX NL VAT","COUNTRY NL INPUT",VTX_NL_VAT_I_ZERO,VTX_NL_805280000,0,0,-100,N,100,VAT|VAT|VAT,NL814704979B01|GB852145872|||,NETHERLANDS,"TAXABLE|DEFAULT|Zero Rate||Zero Rate|01|03||||F",321|0.0|MATCHED|PAYCHARGED||0.000000|0.000000|0.0|0|Y
IF100421CM068,283,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_OUTOFSCOPE,VTX_GB_808260000,0,0,-100,N,100,VAT|VAT|VAT,GB804979985|GB852145872|||,"UNITED KINGDOM","NONTAXABLE|DEFAULT|Outside the Scope||Outside the Scope|21|||||F",321|0.0|MATCHED|PAYCHARGED||0.000000|0.000000|0.0|0|Y
IF100421CM069,284,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_EXEMPT,VTX_GB_808260000,0,0,-100,N,100,VAT|VAT|VAT,GB804979985|GB852145872|||,"UNITED KINGDOM",EXEMPT|DEFAULT|Exempt||Exempt|21|||||T,321|0.0|MATCHED|PAYCHARGED||0.000000|0.000000|0.0|0|Y
IF100421CM070,285,"VERTEX ES VAT","COUNTRY ES INPUT",VTX_ES_VAT_I_ZERO,VTX_ES_807240000,0,0,-100,N,100,VAT|VAT|VAT,GB804979985|ES4152630|||,SPAIN,"TAXABLE|DEFAULT|Zero Rate||Zero Rate|09|||||F",321|0.0|MATCHED|PAYCHARGED||0.000000|0.000000|0.0|0|Y
IF100421CM070,285,"VERTEX ES VAT","COUNTRY ES INPUT",VTX_ES_VAT_I_ZERO,VTX_ES_807240000,0,0,-100,N,100,VAT|VAT|VAT,GB804979985|ES4152630|||,SPAIN,"TAXABLE|DEFAULT|Zero Rate||Zero Rate|09|||||F",321|0.0|MATCHED|PAYCHARGED||0.000000|0.000000|0.0|0|Y
IF100421CM070,285,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_ZERO,VTX_GB_808260000,0,0,-100,N,100,VAT|VAT|VAT,GB804979985|ES4152630|||,"UNITED KINGDOM","TAXABLE|DEFAULT|Zero Rate||Zero Rate|01|03||||F",321|0.0|MATCHED|PAYCHARGED||0.000000|0.000000|0.0|0|Y
IF100421CM071,286,"VERTEX ES VAT","COUNTRY ES INPUT",VTX_ES_VAT_I_REDUCED,VTX_ES_807240000,-4,4,-100,N,100,VAT|VAT|VAT,ESN0071677A|ES4152630|||,SPAIN,"TAXABLE|DEFAULT|Reduced Rate 2|SINGLE_RATE|Reduced Rate 2|21|||||F",321|-4.0|MATCHED|PAYCHARGED||-4.000000|0.000000|-4.0|-4|Y
IF100421CM072,288,"VERTEX ES VAT","COUNTRY ES INPUT",VTX_ES_VAT_I_REDUCED,VTX_ES_807240000,-4,4,-100,N,100,VAT|VAT|VAT,ESN0071677A|ES4152630|||,SPAIN,"TAXABLE|DEFAULT|Reduced Rate 2|SINGLE_RATE|Reduced Rate 2|21|||||F",321|-4.0|MATCHED|PAYCHARGED||-4.000000|0.000000|-4.0|-4|Y
IF100421A015,29,"VERTEX PT VAT","COUNTRY PT INPUT",VTX_PT_VAT_I_OUTOFSCOPE,VTX_PT_806200000,0,0,100,N,100,VAT|VAT|VAT,PT513069976|DE6352410|||,PORTUGAL,"NONTAXABLE|DEFAULT|Outside the Scope||Outside the Scope|21|||||F",321|18.0|MATCHED|PAYCHARGED||18.000000|0.000000|18.0|18|Y
IF100421A015,29,"VERTEX PT VAT","TERRITORY PT INPUT",VTX_PT_VAT_TI_STD,VTX_PT_T_806200002,18,18,100,N,100,VAT|VAT|VAT,PT513069976|DE6352410|||,AZORES,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|18.0|MATCHED|PAYCHARGED||18.000000|0.000000|18.0|18|Y
IF100421CM073,290,"VERTEX ES VAT","COUNTRY ES INPUT",VTX_ES_VAT_I_REDUCED,VTX_ES_807240000,-4,4,-100,N,100,VAT|VAT|VAT,ESN0071677A|ES6518992|||,SPAIN,"TAXABLE|DEFAULT|Reduced Rate 2|SINGLE_RATE|Reduced Rate 2|21|||||F",321|-4.0|MATCHED|PAYCHARGED||-4.000000|0.000000|-4.0|-4|Y
IF100421CM074,292,"VERTEX ES VAT","COUNTRY ES INPUT",VTX_ES_VAT_I_STD,VTX_ES_807240000,-21,21,-100,N,100,VAT|VAT|VAT,ESN0071677A|ES4152630|||,SPAIN,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-47.2|MATCHED|PAYCHARGED||-47.200000|0.000000|-21.0|-21|Y
IF100421CM074,293,"VERTEX ES VAT","COUNTRY ES ADDLVAT INPUT",VTX_ES_AVAT_I_STD,VTX_ES_807240000,-5.2,5.2,-100,N,100,"VAT|Additional VAT|Additional VAT",ESN0071677A|ES4152630|||,SPAIN,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-47.2|MATCHED|PAYCHARGED||-47.200000|0.000000|-26.2|-26.2|Y
IF100421CM074,293,"VERTEX ES VAT","COUNTRY ES INPUT",VTX_ES_VAT_I_STD,VTX_ES_807240000,-21,21,-100,N,100,VAT|VAT|VAT,ESN0071677A|ES4152630|||,SPAIN,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-47.2|MATCHED|PAYCHARGED||-47.200000|0.000000|-26.2|-26.2|Y
IF100421CM075,295,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_STD,VTX_GB_808260000,-20,20,-100,N,100,VAT|VAT|VAT,GB804979985|GB852145872|||,"UNITED KINGDOM","TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-123.0|MATCHED|PAYCHARGED||-123.000000|0.000000|-20.0|-20|Y
IF100421CM075,296,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_LUXURY,VTX_GB_808260000,-40,40,-100,N,100,VAT|VAT|VAT,GB804979985|GB852145872|||,"UNITED KINGDOM","TAXABLE|DEFAULT|Luxury Rate|SINGLE_RATE|Luxury Rate|21|||||F",321|-123.0|MATCHED|PAYCHARGED||-123.000000|0.000000|-40.0|-40|Y
IF100421CM075,297,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_USERDEF,VTX_GB_808260000,-15,15,-100,N,100,VAT|VAT|VAT,GB804979985|GB852145872|||,"UNITED KINGDOM","TAXABLE|DEFAULT|User Defined|SINGLE_RATE|User Defined|21|||||F",321|-123.0|MATCHED|PAYCHARGED||-123.000000|0.000000|-15.0|-15|Y
IF100421CM075,298,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_MIXED,VTX_GB_808260000,-18,18,-100,N,100,VAT|VAT|VAT,GB804979985|GB852145872|||,"UNITED KINGDOM",TAXABLE|DEFAULT|Mixed|SINGLE_RATE|Mixed|21|||||F,321|-123.0|MATCHED|PAYCHARGED||-123.000000|0.000000|-18.0|-18|Y
IF100421CM075,299,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_REDUCED,VTX_GB_808260000,-5,5,-100,N,100,VAT|VAT|VAT,GB804979985|GB852145872|||,"UNITED KINGDOM","TAXABLE|DEFAULT|Reduced Rate 1|SINGLE_RATE|Reduced Rate 1|21|||||F",321|-123.0|MATCHED|PAYCHARGED||-123.000000|0.000000|-5.0|-5|Y
IF100421A002,3,"VERTEX AT VAT","CITY AT INPUT",VTX_AT_VAT_TI_STD,VTX_AT_CI_800400002,19,19,100,N,100,VAT|VAT|VAT,ATU43626448||||,JUNGHOLZ,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|19.0|MATCHED|PAYCHARGED||19.000000|0.000000|19.0|19|Y
IF100421A002,3,"VERTEX AT VAT","COUNTRY AT INPUT",VTX_AT_VAT_I_OUTOFSCOPE,VTX_AT_800400000,0,0,100,N,100,VAT|VAT|VAT,ATU43626448|AT4152630|||,AUSTRIA,"NONTAXABLE|DEFAULT|Outside the Scope||Outside the Scope|21|||||F",321|19.0|MATCHED|PAYCHARGED||19.000000|0.000000|19.0|19|Y
IF100421CM075,300,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_REDUCED,VTX_GB_808260000,-16,16,-100,N,100,VAT|VAT|VAT,GB804979985|GB852145872|||,"UNITED KINGDOM","TAXABLE|DEFAULT|Reduced Rate 3|SINGLE_RATE|Reduced Rate 3|21|||||F",321|-123.0|MATCHED|PAYCHARGED||-123.000000|0.000000|-16.0|-16|Y
IF100421CM075,301,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_REDUCED,VTX_GB_808260000,-9,9,-100,N,100,VAT|VAT|VAT,GB804979985|GB852145872|||,"UNITED KINGDOM","TAXABLE|DEFAULT|Reduced Rate 4|SINGLE_RATE|Reduced Rate 4|21|||||F",321|-123.0|MATCHED|PAYCHARGED||-123.000000|0.000000|-9.0|-9|Y
IF100421A076,303,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_STD,VTX_GB_808260000,22,20,100,N,100,VAT|VAT|VAT,GB804979985|GB852145872|||,"UNITED KINGDOM","TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|20.0|OVERCHARGED|PAYCHARGED|PROFILE|22.000000|2.000000|20.0|22|Y
IF100421A077,305,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_STD,VTX_GB_808260000,18,20,100,N,100,VAT|VAT|VAT,GB804979985|GB852145872|||,"UNITED KINGDOM","TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|20.0|UNDERCHARGED|PAYCHARGED|PROFILE|18.000000|-2.000000|20.0|18|Y
IF100421A078,307,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_STD,VTX_GB_808260000,0,20,100,N,100,VAT|VAT|VAT,GB804979985|GB852145872|||,"UNITED KINGDOM","TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|20.0|ZEROCHARGED|PAYCHARGED|PROFILE|0.000000|-20.000000|20.0|0|Y
IF100421A079,308,"VERTEX DE VAT","COUNTRY DE REV CHRG INPUT",VTX_DE_VAT_I_REVCHRG,VTX_DE_802760000,19,19,100,N,50,VAT|VAT|VAT,NL814704979B01|DE4152630|||,GERMANY,"TAXABLE|BGSTIR|Standard Rate|SINGLE_RATE|Standard Rate|02|04||||F",321|19.0|ZEROCHARGED|ACCRUEALL||0.000000|-19.000000|19.0||
IF100421A079,308,"VERTEX DE VAT","COUNTRY DE REV CHRG OUTPUT",VTX_DE_VAT_O_REVCHRG,VTX_DE_802760000,-19,-19,100,N,100,VAT|VAT|VAT,NL814704979B01|DE4152630|||,GERMANY,"TAXABLE|BGSTIR|Standard Rate|SINGLE_RATE|Standard Rate|02|04||||F",321|19.0|ZEROCHARGED|ACCRUEALL||0.000000|-19.000000|19.0||
IF100421A080,309,"VERTEX DE VAT","COUNTRY DE INPUT",VTX_DE_VAT_I_STD,VTX_DE_802760000,19,19,100,N,50,VAT|VAT|VAT,DE224193841|DE4152630|||,GERMANY,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|19.0|MATCHED|PAYCHARGED||19.000000|0.000000|19.0|19|Y
IF100421A016,31,"VERTEX PT VAT","COUNTRY PT INPUT",VTX_PT_VAT_I_STD,VTX_PT_806200000,23,23,100,N,100,VAT|VAT|VAT,PT513069291|PT4152630|||,PORTUGAL,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|23.0|MATCHED|PAYCHARGED||23.000000|0.000000|23.0|23|Y
IF100421A081,311,"VERTEX AU VAT","COUNTRY AU INPUT",VTX_AU_VAT_I_STD,VTX_AU_800360000,10,10,100,N,100,VAT|GST|VAT,AU201832048|AU745629873|||,AUSTRALIA,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|20.0|MATCHED|PAYCHARGED||20.000000|0.000000|10.0|10|Y
IF100421A081,312,"VERTEX AU VAT","COUNTRY AU INPUT",VTX_AU_VAT_I_STD,VTX_AU_800360000,10,10,100,N,0,VAT|GST|VAT,AU201832048|AU745629873|||,AUSTRALIA,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|20.0|MATCHED|PAYCHARGED||20.000000|0.000000|10.0|10|Y
IF100421A082,314,"VERTEX ES VAT","COUNTRY ES REV CHRG INPUT",VTX_ES_VAT_I_REVCHRG,VTX_ES_807240000,21,21,100,N,0,VAT|VAT|VAT,NL814704979B01|ES4152630|||,SPAIN,"TAXABLE|BGSTIR|Standard Rate|SINGLE_RATE|Standard Rate|02|04||||F",321|21.0|ZEROCHARGED|ACCRUEALL||0.000000|-21.000000|21.0||
IF100421A082,314,"VERTEX ES VAT","COUNTRY ES REV CHRG OUTPUT",VTX_ES_VAT_O_REVCHRG,VTX_ES_807240000,-21,-21,100,N,100,VAT|VAT|VAT,NL814704979B01|ES4152630|||,SPAIN,"TAXABLE|BGSTIR|Standard Rate|SINGLE_RATE|Standard Rate|02|04||||F",321|21.0|ZEROCHARGED|ACCRUEALL||0.000000|-21.000000|21.0||
IF100421A084,316,"VERTEX CZ VAT","COUNTRY CZ INPUT",VTX_CZ_VAT_I_STD,VTX_CZ_802030000,21,21,100,N,100,VAT|VAT|VAT,CZ20180809|CZ20180803|||,"CZECH REPUBLIC","TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE||21|||||F",321|21.0|MATCHED|PAYCHARGED||21.000000|0.000000|21.0|21|Y
IF100421A085,318,"VERTEX HU VAT","COUNTRY HU INPUT",VTX_HU_VAT_I_STD,VTX_HU_803480000,27,27,100,N,100,VAT|VAT|VAT,HU20180809|HU20180803|||,HUNGARY,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE||21|||||F",321|27.0|MATCHED|PAYCHARGED||27.000000|0.000000|27.0|27|Y
IF100421A086,320,"VERTEX IE VAT","COUNTRY IE INPUT",VTX_IE_VAT_I_STD,VTX_IE_803720000,23,23,100,N,100,VAT|VAT|VAT,IE20180809|IE20180803|||,IRELAND,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE||21|||||F",321|23.0|MATCHED|PAYCHARGED||23.000000|0.000000|23.0|23|Y
IF100421A087,322,"VERTEX MX VAT","COUNTRY MX INPUT",VTX_MX_VAT_I_STD,VTX_MX_804840000,16,16,100,N,100,VAT|VAT|VAT,MX20180809|MX20180803|||,MEXICO,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE||21|||||F",321|16.0|MATCHED|PAYCHARGED||16.000000|0.000000|16.0|16|Y
IF100421A088,324,"VERTEX PL VAT","COUNTRY PL INPUT",VTX_PL_VAT_I_STD,VTX_PL_806160000,23,23,100,N,100,VAT|VAT|VAT,PL20180809|PL20180803|||,POLAND,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE||21|||||F",321|23.0|MATCHED|PAYCHARGED||23.000000|0.000000|23.0|23|Y
IF100421A089,326,"VERTEX SK VAT","COUNTRY SK INPUT",VTX_SK_VAT_I_STD,VTX_SK_807030000,20,20,100,N,100,VAT|VAT|VAT,SK20180809|SK20180803|||,SLOVAKIA,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE||21|||||F",321|20.0|MATCHED|PAYCHARGED||20.000000|0.000000|20.0|20|Y
IF100421A090,328,"VERTEX ZA VAT","COUNTRY ZA INPUT",VTX_ZA_VAT_I_STD,VTX_ZA_807100000,15,15,100,N,100,VAT|VAT|VAT,ZA20180809|ZA20180803|||,"SOUTH AFRICA","TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE||21|||||F",321|15.0|MATCHED|PAYCHARGED||15.000000|0.000000|15.0|15|Y
IF100421A017,33,"VERTEX PT VAT","COUNTRY PT INPUT",VTX_PT_VAT_I_STD,VTX_PT_806200000,23,23,100,N,100,VAT|VAT|VAT,PT513069291|PT4152630|||,PORTUGAL,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|23.0|MATCHED|PAYCHARGED||23.000000|0.000000|23.0|23|Y
IF100421A091,330,"VERTEX SE VAT","COUNTRY SE INPUT",VTX_SE_VAT_I_STD,VTX_SE_807520000,25,25,100,N,100,VAT|VAT|VAT,SE20180809|SE20180803|||,SWEDEN,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE||21|||||F",321|25.0|MATCHED|PAYCHARGED||25.000000|0.000000|25.0|25|Y
IF100421A092,332,"VERTEX TR VAT","COUNTRY TR INPUT",VTX_TR_VAT_I_STD,VTX_TR_807920000,18,18,100,N,100,VAT|VAT|VAT,TR20180809|TR20180803|||,TURKEY,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE||21|||||F",321|18.0|MATCHED|PAYCHARGED||18.000000|0.000000|18.0|18|Y
IF100421A093,334,"VERTEX CZ VAT","COUNTRY CZ INPUT",VTX_CZ_VAT_I_REDUCED,VTX_CZ_802030000,15,15,100,N,100,VAT|VAT|VAT,CZ20180809|CZ20180803|||,"CZECH REPUBLIC","TAXABLE|DEFAULT|Reduced Rate 1|SINGLE_RATE||21|||||F",321|15.0|MATCHED|PAYCHARGED||15.000000|0.000000|15.0|15|Y
IF100421A094,336,"VERTEX CZ VAT","COUNTRY CZ INPUT",VTX_CZ_VAT_I_REDUCED,VTX_CZ_802030000,10,10,100,N,100,VAT|VAT|VAT,CZ20180809|CZ20180803|||,"CZECH REPUBLIC","TAXABLE|DEFAULT|Reduced Rate 2|SINGLE_RATE||21|||||F",321|10.0|MATCHED|PAYCHARGED||10.000000|0.000000|10.0|10|Y
IF100421A095,338,"VERTEX CZ VAT","COUNTRY CZ INPUT",VTX_CZ_VAT_I_EXEMPT,VTX_CZ_802030000,0,0,100,N,100,VAT|VAT|VAT,CZ20180809|CZ20180803|||,"CZECH REPUBLIC",EXEMPT|DEFAULT|Exempt|||21|||||T,321|0.0|MATCHED|PAYCHARGED||0.000000|0.000000|0.0|0|Y
IF100421A096,340,"VERTEX HU VAT","COUNTRY HU INPUT",VTX_HU_VAT_I_REDUCED,VTX_HU_803480000,5,5,100,N,100,VAT|VAT|VAT,HU20180809|HU20180803|||,HUNGARY,"TAXABLE|DEFAULT|Reduced Rate 2|SINGLE_RATE||21|||||F",321|5.0|MATCHED|PAYCHARGED||5.000000|0.000000|5.0|5|Y
IF100421A097,342,"VERTEX HU VAT","COUNTRY HU INPUT",VTX_HU_VAT_I_REDUCED,VTX_HU_803480000,18,5,100,N,100,VAT|VAT|VAT,HU20180809|HU20180803|||,HUNGARY,"TAXABLE|DEFAULT|Reduced Rate 2|SINGLE_RATE||21|||||T",321|5.0|OVERCHARGED|PAYCHARGED|PROFILE|18.000000|13.000000|5.0|18|Y
IF100421A098,344,"VERTEX HU VAT","COUNTRY HU INPUT",VTX_HU_VAT_I_EXEMPT,VTX_HU_803480000,0,0,100,N,100,VAT|VAT|VAT,HU20180809|HU20180803|||,HUNGARY,EXEMPT|DEFAULT|Exempt|||21|||||T,321|0.0|MATCHED|PAYCHARGED||0.000000|0.000000|0.0|0|Y
IF100421A099,346,"VERTEX IE VAT","COUNTRY IE INPUT",VTX_IE_VAT_I_EXEMPT,VTX_IE_803720000,0,0,100,N,100,VAT|VAT|VAT,IE20180809|IE20180803|||,IRELAND,EXEMPT|DEFAULT|Exempt|||21|||||T,321|0.0|MATCHED|PAYCHARGED||0.000000|0.000000|0.0|0|Y
IF100421A100,348,"VERTEX IE VAT","COUNTRY IE INPUT",VTX_IE_VAT_I_ZERO,VTX_IE_803720000,0,0,100,N,100,VAT|VAT|VAT,IE20180809|IE20180803|||,IRELAND,"TAXABLE|DEFAULT|Zero Rate|SINGLE_RATE||21|||||F",321|0.0|MATCHED|PAYCHARGED||0.000000|0.000000|0.0|0|Y
IF100421A018,35,"VERTEX PT VAT","COUNTRY PT INPUT",VTX_PT_VAT_I_STD,VTX_PT_806200000,23,23,100,N,100,VAT|VAT|VAT,PT513069291|DE6352410|||,PORTUGAL,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|23.0|MATCHED|PAYCHARGED||23.000000|0.000000|23.0|23|Y
IF100421A101,350,"VERTEX IE VAT","COUNTRY IE INPUT",VTX_IE_VAT_I_REDUCED,VTX_IE_803720000,9,9,100,N,100,VAT|VAT|VAT,IE20180809|IE20180803|||,IRELAND,"TAXABLE|DEFAULT|Reduced Rate 2|SINGLE_RATE||21|||||F",321|9.0|MATCHED|PAYCHARGED||9.000000|0.000000|9.0|9|Y
IF100421A102,352,"VERTEX IE VAT","COUNTRY IE INPUT",VTX_IE_VAT_I_REDUCED,VTX_IE_803720000,13.5,13.5,100,N,100,VAT|VAT|VAT,IE20180809|IE20180803|||,IRELAND,"TAXABLE|DEFAULT|Reduced Rate 1|SINGLE_RATE||21|||||T",321|13.5|MATCHED|PAYCHARGED||13.500000|0.000000|13.5|13.5|Y
IF100421A103,354,"VERTEX MX VAT","COUNTRY MX INPUT",VTX_MX_VAT_I_EXEMPT,VTX_MX_804840000,0,0,100,N,100,VAT|VAT|VAT,MX20180809|MX20180803|||,MEXICO,EXEMPT|DEFAULT|Exempt|||21|||||F,321|0.0|MATCHED|PAYCHARGED||0.000000|0.000000|0.0|0|Y
IF100421A104,356,"VERTEX MX VAT","COUNTRY MX INPUT",VTX_MX_VAT_I_ZERO,VTX_MX_804840000,0,0,100,N,100,VAT|VAT|VAT,MX20180809|MX20180803|||,MEXICO,"TAXABLE|DEFAULT|Zero Rate|SINGLE_RATE||21|||||F",321|0.0|MATCHED|PAYCHARGED||0.000000|0.000000|0.0|0|Y
IF100421A105,358,"VERTEX PL VAT","COUNTRY PL INPUT",VTX_PL_VAT_I_EXEMPT,VTX_PL_806160000,0,0,100,N,100,VAT|VAT|VAT,PL20180809|PL20180803|||,POLAND,EXEMPT|DEFAULT|Exempt|||21|||||T,321|0.0|MATCHED|PAYCHARGED||0.000000|0.000000|0.0|0|Y
IF100421A106,360,"VERTEX PL VAT","COUNTRY PL INPUT",VTX_PL_VAT_I_REDUCED,VTX_PL_806160000,5,5,100,N,100,VAT|VAT|VAT,PL20180809|PL20180803|||,POLAND,"TAXABLE|DEFAULT|Reduced Rate 2|SINGLE_RATE||21|||||F",321|5.0|MATCHED|PAYCHARGED||5.000000|0.000000|5.0|5|Y
IF100421A107,362,"VERTEX PL VAT","COUNTRY PL INPUT",VTX_PL_VAT_I_REDUCED,VTX_PL_806160000,8,5,100,N,100,VAT|VAT|VAT,PL20180809|PL20180803|||,POLAND,"TAXABLE|DEFAULT|Reduced Rate 2|SINGLE_RATE||21|||||F",321|5.0|OVERCHARGED|PAYCHARGED|PROFILE|8.000000|3.000000|5.0|8|Y
IF100421A108,364,"VERTEX SK VAT","COUNTRY SK INPUT",VTX_SK_VAT_I_EXEMPT,VTX_SK_807030000,0,0,100,N,100,VAT|VAT|VAT,SK20180809|SK20180803|||,SLOVAKIA,EXEMPT|DEFAULT|Exempt|||21|||||T,321|0.0|MATCHED|PAYCHARGED||0.000000|0.000000|0.0|0|Y
IF100421A108,365,"VERTEX SK VAT","COUNTRY SK INPUT",VTX_SK_VAT_I_ZERO,VTX_SK_807030000,0,0,100,N,100,VAT|VAT|VAT,SK20180809|SK20180803|||,SLOVAKIA,"TAXABLE|DEFAULT|Zero Rate|SINGLE_RATE||21|||||T",321|0.0|MATCHED|PAYCHARGED||0.000000|0.000000|0.0|0|Y
IF100421A109,367,"VERTEX SK VAT","COUNTRY SK INPUT",VTX_SK_VAT_I_REDUCED,VTX_SK_807030000,10,10,100,N,100,VAT|VAT|VAT,SK20180809|SK20180803|||,SLOVAKIA,"TAXABLE|DEFAULT|Reduced Rate 1|SINGLE_RATE||21|||||F",321|10.0|MATCHED|PAYCHARGED||10.000000|0.000000|10.0|10|Y
