PO_NUMBER,CREATION_DATE,RECOVERABLE_TAX,NONRECOVERABLE_TAX,ATTRIBUTE1,ATTRIBUTE2
13981,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_434,434
13987,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_440,440
13602,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_30,30
13609,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_37,37
13832,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_749,749
13840,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_757,757
13856,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_761,761
14008,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_448,448
14011,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_451,451
14029,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_456,456
13615,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_43,43
13616,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_44,44
13620,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_48,48
13622,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_50,50
14033,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_460,460
14039,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_466,466
13632,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_60,60
13905,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_583,583
13887,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_779,779
13901,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_579,579
13904,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_582,582
13891,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_783,783
13938,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_591,591
13943,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_596,596
14078,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_479,479
14081,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_482,482
13716,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_491,491
13969,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_606,606
13973,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_610,610
13974,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_611,611
13976,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_613,613
13742,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_504,504
13749,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_511,511
13750,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_512,512
13751,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_513,513
13536,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_154,154
13541,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_159,159
14021,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_634,634
13770,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_519,519
13800,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_536,536
13816,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_539,539
13369,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_377,377
13373,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_381,381
13546,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_164,164
14050,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_651,651
14051,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_652,652
13820,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_543,543
13827,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_550,550
13845,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_555,555
13846,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_556,556
13553,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_171,171
13851,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_561,561
13867,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_564,564
13772,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_521,521
13775,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_524,524
13395,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_391,391
13398,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_394,394
13557,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_175,175
14095,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_672,672
14097,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_674,674
14190,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_930,930
13317,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_325,325
13321,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_329,329
14200,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_940,940
13691,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_119,119
13457,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_255,255
14212,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_952,952
14215,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_955,955
14216,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_956,956
14218,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_801,801
14219,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_802,802
14222,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_805,805
14225,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_808,808
13693,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_121,121
13699,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_127,127
13701,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_129,129
14237,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_820,820
14239,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_822,822
13481,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_279,279
13472,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_270,270
14249,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_832,832
14251,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_834,834
13478,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_276,276
13335,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_343,343
13337,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_345,345
13338,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_346,346
14262,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_845,845
14263,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_846,846
14265,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_848,848
14279,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_862,862
14282,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_865,865
14284,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_867,867
13524,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_142,142
13352,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_360,360
14286,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_869,869
14290,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_873,873
14295,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_878,878
13356,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_364,364
13360,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_368,368
14298,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_881,881
14300,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_883,883
13657,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_85,85
14109,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_964,964
14117,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_972,972
13501,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_299,299
13504,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_302,302
14129,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_984,984
14131,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_986,986
14140,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_995,995
13663,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_91,91
13667,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_95,95
13668,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_96,96
13669,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_97,97
13670,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_98,98
13442,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_240,240
14152,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_892,892
13449,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_247,247
13452,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_250,250
14159,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_899,899
13306,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_314,314
13308,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_316,316
13673,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_101,101
14172,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_912,912
14174,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_914,914
14176,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_916,916
14177,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_917,917
13424,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_222,222
13426,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_224,224
13638,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_66,66
13794,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_530,530
13797,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_533,533
13579,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_7,7
13580,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_8,8
13733,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_698,698
13734,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_699,699
13737,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_702,702
13868,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_565,565
13375,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_191,191
13381,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_197,197
13765,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_718,718
13876,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_573,573
13386,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_202,202
13401,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_205,205
13758,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_711,711
13786,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_727,727
13956,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_422,422
13957,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_423,423
13959,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_425,425
13962,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_428,428
13963,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_429,429
13404,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_208,208
13408,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_212,212
13596,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_24,24
13811,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_740,740
13828,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_745,745
13606,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_34,34
14006,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_446,446
14012,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_452,452
13614,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_42,42
13857,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_762,762
13879,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_771,771
14032,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_459,459
14037,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_464,464
13628,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_56,56
13902,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_580,580
13889,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_781,781
14060,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_474,474
14061,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_475,475
13950,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_798,798
13942,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_595,595
13944,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_597,597
13968,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_605,605
14082,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_483,483
14086,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_487,487
13971,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_608,608
13718,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_493,493
13723,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_498,498
13994,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_619,619
13996,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_621,621
13998,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_623,623
14001,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_626,626
14018,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_631,631
13743,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_505,505
13747,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_509,509
14022,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_635,635
14041,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_642,642
13771,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_520,520
14067,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_656,656
13818,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_541,541
13549,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_167,167
13555,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_173,173
13392,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_388,388
14077,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_666,666
13850,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_560,560
14098,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_675,675
14099,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_676,676
14100,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_677,677
14101,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_678,678
13678,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_106,106
13312,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_320,320
14181,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_921,921
14185,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_925,925
14193,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_933,933
13314,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_322,322
13319,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_327,327
13320,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_328,328
13687,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_115,115
14201,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_941,941
14208,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_948,948
14210,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_950,950
14217,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_957,957
13465,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_263,263
13323,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_331,331
14241,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_824,824
14256,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_839,839
14257,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_840,840
13334,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_342,342
13340,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_348,348
13342,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_350,350
14264,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_847,847
14267,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_850,850
14269,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_852,852
14274,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_857,857
14277,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_860,860
14283,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_866,866
14285,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_868,868
13529,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_147,147
13534,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_152,152
13535,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_153,153
14301,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_884,884
13651,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_79,79
14104,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_959,959
14114,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_969,969
13440,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_238,238
13498,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_296,296
14126,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_981,981
13503,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_301,301
13664,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_92,92
13443,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_241,241
14144,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_999,999
14154,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_894,894
13445,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_243,243
13511,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_309,309
14163,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_903,903
14164,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_904,904
14167,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_907,907
13309,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_317,317
13310,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_318,318
14168,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_908,908
14178,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_918,918
